match id,bowler,bowler_id,bowler_dob,bowler_details,is_bowler_captain,is_bowler_keeper,inning,runs,wicket_count,balls_bowled,economy,maiden,dots,Fours,Sixes,wides,noballs,match_dt,ingestion_timestamp
8778440,RP Mh,6732004,1996-06-21,AUS:Right-hand bat:Right-arm fast:,0,0,2,49,1,24,12.25,0,6,5,3,0,0,2021-04-12,2022/03/21 03:44:58
8778440,R Pg,7556051,2001-11-10,IND:Right-hand bat:Legbreak:,0,0,1,7,1,6,7,0,2,1,0,0,0,2021-04-12,2022/03/21 03:44:58
8778440,Ap Sh,7881845,1999-02-05,IND:Left-hand bat:Left-arm medium-fast:,0,0,2,35,3,24,8.75,0,9,5,1,0,0,2021-04-12,2022/03/21 03:44:58
8778440,C Sa,7922291,1998-02-28,IND:Left-hand bat:Left-arm medium-fast:,0,0,1,31,3,24,7.75,0,13,6,0,0,1,2021-04-12,2022/03/21 03:44:58
8778447,Hn Sh,204861,1980-07-03,IND:Right-hand bat:Right-arm offbreak:,0,0,1,17,0,12,8.5,0,6,3,0,1,0,2021-04-13,2022/03/21 03:44:58
8778447,RG Sa,238727,1987-04-30,IND:Right-hand bat:Right-arm offbreak:,1,0,2,9,0,6,9,0,0,1,0,0,0,2021-04-13,2022/03/21 03:44:58
8778447,Sb Al Hn,393014,1987-03-24,BAN:Left-hand bat:Slow left-arm orthodox:,0,0,1,23,1,24,5.75,0,4,1,0,0,0,2021-04-13,2022/03/21 03:44:58
8778447,KA Pd,1613926,1987-05-12,WI:Right-hand bat:Right-arm medium:,0,0,2,12,0,6,12,0,2,1,1,0,0,2021-04-13,2022/03/21 03:44:58
8778447,AD Rl,1934099,1988-04-29,WI:Right-hand bat:Right-arm fast:,0,0,1,15,5,12,7.5,0,6,2,0,1,0,2021-04-13,2022/03/21 03:44:58
8778447,TA Bt,1945397,1989-07-22,NZ:Right-hand bat:Left-arm fast-medium:,0,0,2,27,2,24,6.75,0,12,3,1,0,0,2021-04-13,2022/03/21 03:44:58
8778447,KH Pa,3299407,1991-03-24,IND:Left-hand bat:Slow left-arm orthodox:,0,0,2,13,1,24,3.25,0,13,0,0,1,0,2021-04-13,2022/03/21 03:44:58
8778447,PJ Cs,3429236,1993-05-08,AUS:Right-hand bat:Right-arm fast:,0,0,1,24,2,24,6,0,12,2,1,0,0,2021-04-13,2022/03/21 03:44:58
8778447,JJ Bh,4377694,1993-12-06,IND:Right-hand bat:Right-arm fast:,0,0,2,28,0,24,7,0,9,4,0,0,1,2021-04-13,2022/03/21 03:44:58
8778447,M Jn,4874820,2000-05-01,SA:Right-hand bat:Left-arm medium-fast:,0,0,2,17,0,12,8.5,0,5,3,0,0,0,2021-04-13,2022/03/21 03:44:58
8778447,M Ph Ka,6420126,1996-02-19,IND:Right-hand bat:Right-arm fast-medium:,0,0,1,42,1,24,10.5,0,8,5,2,0,0,2021-04-13,2022/03/21 03:44:58
8778447,RD Cr,7453697,1999-08-04,IND:Right-hand bat:Legbreak googly:,0,0,2,27,4,24,6.75,0,11,2,1,0,0,2021-04-13,2022/03/21 03:44:58
8778447,CV Vn,7758638,1991-08-29,IND:Right-hand bat:Legbreak googly:,0,0,1,27,1,24,6.75,0,9,3,0,1,0,2021-04-13,2022/03/21 03:44:58
8778454,DT Cn,34061,1983-05-04,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,7,0,6,7,0,1,0,0,0,0,2021-04-14,2022/03/21 03:44:58
8778454,S Nm,223117,1989-08-12,IND:Right-hand bat:Slow left-arm orthodox:,0,0,1,36,1,24,9,0,9,2,3,0,0,2021-04-14,2022/03/21 03:44:58
8778454,B Kr,2282125,1990-02-05,IND:Right-hand bat:Right-arm medium:,0,0,1,30,1,24,7.5,0,10,5,0,1,0,2021-04-14,2022/03/21 03:44:58
8778454,HV Pl,2733380,1990-11-23,IND:Right-hand bat:Right-arm medium:,0,0,2,25,2,24,6.25,0,10,2,0,0,2,2021-04-14,2022/03/21 03:44:58
8778454,JO Hr,2740408,1991-11-05,WI:Right-hand bat:Right-arm medium-fast:,0,0,1,30,3,24,7.5,0,13,2,1,4,0,2021-04-14,2022/03/21 03:44:58
8778454,YS Cl,3011735,1990-07-23,IND:Right-hand bat:Legbreak googly:,0,0,2,29,0,24,7.25,0,9,3,0,1,0,2021-04-14,2022/03/21 03:44:58
8778454,KA Jn,4381733,1994-12-30,NZ:Right-hand bat:Right-arm fast-medium:,0,0,2,30,1,18,10,0,9,3,2,1,0,2021-04-14,2022/03/21 03:44:58
8778454,Wn Sr,5038018,1999-10-05,IND:Left-hand bat:Right-arm offbreak:,0,0,2,14,0,12,7,0,7,1,1,1,0,2021-04-14,2022/03/21 03:44:58
8778454,Rd Kn,5554254,1998-09-20,AFG:Right-hand bat:Legbreak googly:,0,0,1,18,2,24,4.5,0,10,1,0,1,0,2021-04-14,2022/03/21 03:44:58
8778454,T Nn,5618038,1991-04-04,IND:Left-hand bat:Left-arm medium:,0,0,1,32,1,24,8,0,7,4,0,1,0,2021-04-14,2022/03/21 03:44:58
8778454,Md Sj,6586824,1994-03-13,IND:Right-hand bat:Right-arm fast:,0,0,2,25,2,24,6.25,1,14,2,1,1,0,2021-04-14,2022/03/21 03:44:58
8778454,Sz Ad,8117990,1994-12-11,IND:Left-hand bat:Slow left-arm orthodox:,0,0,2,7,3,12,3.5,0,6,0,0,0,0,2021-04-14,2022/03/21 03:44:58
8778461,R An,184960,1986-09-17,IND:Right-hand bat:Right-arm offbreak:,0,0,2,14,0,18,4.67,0,5,0,0,0,0,2021-04-15,2022/03/21 03:44:58
8778461,CR Ws,1730658,1989-03-02,ENG:Right-hand bat:Right-arm fast-medium:,0,0,2,22,2,24,5.5,0,13,2,1,0,0,2021-04-15,2022/03/21 03:44:58
8778461,MP Ss,2275097,1989-08-16,AUS:Right-hand bat:Right-arm medium:,0,0,2,15,0,6,15,0,0,3,0,0,0,2021-04-15,2022/03/21 03:44:58
8778461,Mr Rn,2316327,1995-09-06,BAN:Left-hand bat:Left-arm fast-medium:,0,0,1,29,2,24,7.25,0,11,4,0,2,0,2021-04-15,2022/03/21 03:44:58
8778461,JD Ut,2733401,1991-10-18,IND:Right-hand bat:Left-arm medium:,0,0,1,15,3,24,3.75,0,15,2,0,0,0,2021-04-15,2022/03/21 03:44:58
8778461,R Ta,2966879,1993-05-20,IND:Left-hand bat:Legbreak:,0,0,1,27,0,18,9,0,6,4,0,0,0,2021-04-15,2022/03/21 03:44:58
8778461,CH Ms,3079677,1987-04-30,SA:Right-hand bat:Right-arm fast-medium:,0,0,1,27,1,18,9,0,7,4,0,1,0,2021-04-15,2022/03/21 03:44:58
8778461,K Ra,3851518,1995-05-25,SA:Left-hand bat:Right-arm fast:,0,0,2,30,2,24,7.5,0,12,2,2,0,0,2021-04-15,2022/03/21 03:44:58
8778461,TK Cn,3851658,1995-03-12,ENG:Right-hand bat:Right-arm fast-medium:,0,0,2,35,0,22,9.55,0,6,2,2,1,0,2021-04-15,2022/03/21 03:44:58
8778461,Ah Kn,4859490,1996-12-13,IND:Right-hand bat:Right-arm fast-medium:,0,0,2,32,3,24,8,0,11,3,2,0,0,2021-04-15,2022/03/21 03:44:58
8778461,R Pg,7556051,2001-11-10,IND:Right-hand bat:Legbreak:,0,0,1,16,0,12,8,0,3,2,0,1,0,2021-04-15,2022/03/21 03:44:58
8778461,C Sa,7922291,1998-02-28,IND:Left-hand bat:Left-arm medium-fast:,0,0,1,33,0,24,8.25,0,5,4,0,0,0,2021-04-15,2022/03/21 03:44:58
8778468,MM Ai,62432,1987-06-18,ENG:Left-hand bat:Right-arm offbreak:,0,0,1,17,1,18,5.67,0,6,0,1,0,0,2021-04-16,2022/03/21 03:44:58
8778468,DJ Bo,360086,1983-10-07,WI:Right-hand bat:Right-arm medium:,0,0,1,10,1,12,5,0,6,1,0,0,0,2021-04-16,2022/03/21 03:44:58
8778468,RA Ja,1642738,1988-12-06,IND:Left-hand bat:Slow left-arm orthodox:,0,0,1,19,0,24,4.75,0,14,1,1,1,0,2021-04-16,2022/03/21 03:44:58
8778468,DL Cr,3130840,1992-08-07,IND:Right-hand bat:Right-arm medium:,0,0,1,13,4,24,3.25,1,18,2,0,1,0,2021-04-16,2022/03/21 03:44:58
8778468,SN Tr,3326980,1991-10-16,IND:Right-hand bat:Right-arm medium:,0,0,1,35,0,24,8.75,0,8,5,0,1,0,2021-04-16,2022/03/21 03:44:58
8778468,Md Si,3373285,1990-09-03,IND:Right-hand bat:Right-arm fast:,0,0,2,21,2,24,5.25,0,11,2,0,0,0,2021-04-16,2022/03/21 03:44:58
8778468,M An,3696482,1990-09-08,IND:Right-hand bat:Legbreak googly:,0,0,2,32,1,18,10.67,0,5,3,1,1,0,2021-04-16,2022/03/21 03:44:58
8778468,SM Cn,4640824,1998-06-03,ENG:Left-hand bat:Left-arm medium-fast:,0,0,1,12,1,18,4,0,12,1,0,1,0,2021-04-16,2022/03/21 03:44:58
8778468,JA Rn,5419574,1996-09-20,AUS:Right-hand bat:Right-arm fast:,0,0,2,21,0,18,7,0,11,3,1,0,0,2021-04-16,2022/03/21 03:44:58
8778468,RP Mh,6732004,1996-06-21,AUS:Right-hand bat:Right-arm fast:,0,0,2,21,0,22,5.73,0,14,4,0,1,0,2021-04-16,2022/03/21 03:44:58
8778468,Ap Sh,7881845,1999-02-05,IND:Left-hand bat:Left-arm medium-fast:,0,0,2,7,1,12,3.5,0,8,1,0,0,0,2021-04-16,2022/03/21 03:44:58
8778475,KA Pd,1613926,1987-05-12,WI:Right-hand bat:Right-arm medium:,0,0,2,10,0,12,5,0,5,1,0,0,0,2021-04-17,2022/03/21 03:44:58
8778475,TA Bt,1945397,1989-07-22,NZ:Right-hand bat:Left-arm fast-medium:,0,0,2,28,3,22,7.64,0,12,4,1,0,0,2021-04-17,2022/03/21 03:44:58
8778475,B Kr,2282125,1990-02-05,IND:Right-hand bat:Right-arm medium:,0,0,1,45,0,24,11.25,0,6,3,3,0,0,2021-04-17,2022/03/21 03:44:58
8778475,AF Me,3156033,1992-04-13,NZ:Right-hand bat:Right-arm fast:,0,0,2,33,0,18,11,0,4,1,3,1,0,2021-04-17,2022/03/21 03:44:58
8778475,KH Pa,3299407,1991-03-24,IND:Left-hand bat:Slow left-arm orthodox:,0,0,2,30,1,18,10,0,8,1,3,0,0,2021-04-17,2022/03/21 03:44:58
8778475,V Sr,3339160,1991-01-26,IND:Right-hand bat:Right-arm medium:,0,0,1,19,2,18,6.33,0,8,1,1,0,0,2021-04-17,2022/03/21 03:44:58
8778475,JJ Bh,4377694,1993-12-06,IND:Right-hand bat:Right-arm fast:,0,0,2,14,1,24,3.5,0,12,0,0,0,0,2021-04-17,2022/03/21 03:44:58
8778475,Rd Kn,5554254,1998-09-20,AFG:Right-hand bat:Legbreak googly:,0,0,1,22,0,24,5.5,0,11,2,0,1,0,2021-04-17,2022/03/21 03:44:58
8778475,KK Ad,6598528,1997-12-05,IND:Right-hand bat:Left-arm fast-medium:,0,0,1,24,1,24,6,0,12,3,0,1,1,2021-04-17,2022/03/21 03:44:58
8778475,Mb Ur Rn,6818776,2001-03-28,AFG:Right-hand bat:Right-arm offbreak:,0,0,1,29,2,24,7.25,0,10,1,2,2,0,2021-04-17,2022/03/21 03:44:58
8778475,RD Cr,7453697,1999-08-04,IND:Right-hand bat:Legbreak googly:,0,0,2,19,3,24,4.75,0,13,0,1,1,0,2021-04-17,2022/03/21 03:44:58
8778475,Ak Sa,7491294,2000-09-04,IND:Left-hand bat:Slow left-arm orthodox:,0,0,1,5,0,6,5,0,2,0,0,0,0,2021-04-17,2022/03/21 03:44:58
8778482,Hn Sh,204861,1980-07-03,IND:Right-hand bat:Right-arm offbreak:,0,0,1,38,0,24,9.5,0,10,4,2,1,1,2021-04-18,2022/03/21 03:44:58
8778482,Sb Al Hn,393014,1987-03-24,BAN:Left-hand bat:Slow left-arm orthodox:,0,0,1,24,0,12,12,0,2,3,1,0,0,2021-04-18,2022/03/21 03:44:58
8778482,AD Rl,1934099,1988-04-29,WI:Right-hand bat:Right-arm fast:,0,0,1,38,0,12,19,0,3,5,2,2,0,2021-04-18,2022/03/21 03:44:58
8778482,GJ Ml,2275195,1988-10-14,AUS:Right-hand bat:Right-arm offbreak:,0,0,2,24,0,12,12,0,3,0,3,0,0,2021-04-18,2022/03/21 03:44:58
8778482,HV Pl,2733380,1990-11-23,IND:Right-hand bat:Right-arm medium:,0,0,2,17,2,24,4.25,0,7,0,0,0,0,2021-04-18,2022/03/21 03:44:58
8778482,YS Cl,3011735,1990-07-23,IND:Right-hand bat:Legbreak googly:,0,0,2,34,2,24,8.5,0,10,5,1,0,0,2021-04-18,2022/03/21 03:44:58
8778482,PJ Cs,3429236,1993-05-08,AUS:Right-hand bat:Right-arm fast:,0,0,1,34,1,24,8.5,0,6,3,0,2,0,2021-04-18,2022/03/21 03:44:58
8778482,KA Jn,4381733,1994-12-30,NZ:Right-hand bat:Right-arm fast-medium:,0,0,2,41,3,18,13.67,0,7,3,4,1,0,2021-04-18,2022/03/21 03:44:58
8778482,Wn Sr,5038018,1999-10-05,IND:Left-hand bat:Right-arm offbreak:,0,0,2,33,1,24,8.25,0,7,3,1,1,0,2021-04-18,2022/03/21 03:44:58
8778482,M Ph Ka,6420126,1996-02-19,IND:Right-hand bat:Right-arm fast-medium:,0,0,1,31,1,24,7.75,0,10,4,0,0,1,2021-04-18,2022/03/21 03:44:58
8778482,Md Sj,6586824,1994-03-13,IND:Right-hand bat:Right-arm fast:,0,0,2,17,0,18,5.67,0,11,3,0,1,0,2021-04-18,2022/03/21 03:44:58
8778482,CV Vn,7758638,1991-08-29,IND:Right-hand bat:Legbreak googly:,0,0,1,39,2,24,9.75,0,6,3,2,0,1,2021-04-18,2022/03/21 03:44:58
8778489,R An,184960,1986-09-17,IND:Right-hand bat:Right-arm offbreak:,0,0,1,28,0,24,7,0,7,2,1,0,0,2021-04-18,2022/03/21 03:44:58
8778489,Jj S Sa,1660406,1986-12-15,IND:Right-hand bat:Right-arm offbreak:,0,0,2,27,0,18,9,0,5,4,0,0,0,2021-04-18,2022/03/21 03:44:58
8778489,CR Ws,1730658,1989-03-02,ENG:Right-hand bat:Right-arm fast-medium:,0,0,1,42,1,24,10.5,0,9,5,2,0,1,2021-04-18,2022/03/21 03:44:58
8778489,Md Si,3373285,1990-09-03,IND:Right-hand bat:Right-arm fast:,0,0,2,53,0,24,13.25,0,8,6,3,0,2,2021-04-18,2022/03/21 03:44:58
8778489,DJ Ha,3479860,1995-04-19,IND:Right-hand bat:Right-arm offbreak:,0,0,2,18,0,12,9,0,1,2,0,0,0,2021-04-18,2022/03/21 03:44:58
8778489,K Ra,3851518,1995-05-25,SA:Left-hand bat:Right-arm fast:,0,0,1,43,1,24,10.75,0,8,2,4,0,0,2021-04-18,2022/03/21 03:44:58
8778489,LI Ma,4017523,1991-12-11,IND:Left-hand bat:Left-arm fast-medium:,0,0,1,32,1,18,10.67,0,6,4,1,0,1,2021-04-18,2022/03/21 03:44:58
8778489,Ah Kn,4859490,1996-12-13,IND:Right-hand bat:Right-arm fast-medium:,0,0,1,33,1,24,8.25,0,9,2,2,0,0,2021-04-18,2022/03/21 03:44:58
8778489,JA Rn,5419574,1996-09-20,AUS:Right-hand bat:Right-arm fast:,0,0,2,41,2,24,10.25,0,8,2,3,1,0,2021-04-18,2022/03/21 03:44:58
8778489,Lt Yv,6511336,1997-01-03,IND:Right-hand bat:Right-arm offbreak:,0,0,1,11,0,6,11,0,1,2,0,0,0,2021-04-18,2022/03/21 03:44:58
8778489,RP Mh,6732004,1996-06-21,AUS:Right-hand bat:Right-arm fast:,0,0,2,35,1,14,15,0,4,6,0,1,1,2021-04-18,2022/03/21 03:44:58
8778489,Ap Sh,7881845,1999-02-05,IND:Left-hand bat:Left-arm medium-fast:,0,0,2,22,1,18,7.33,0,3,1,0,0,0,2021-04-18,2022/03/21 03:44:58
8778496,MM Ai,62432,1987-06-18,ENG:Left-hand bat:Right-arm offbreak:,0,0,2,7,3,18,2.33,0,11,0,0,0,0,2021-04-19,2022/03/21 03:44:58
8778496,DJ Bo,360086,1983-10-07,WI:Right-hand bat:Right-arm medium:,0,0,2,28,1,18,9.33,0,8,0,2,5,0,2021-04-19,2022/03/21 03:44:58
8778496,RA Ja,1642738,1988-12-06,IND:Left-hand bat:Slow left-arm orthodox:,0,0,2,28,2,24,7,0,9,2,1,0,1,2021-04-19,2022/03/21 03:44:58
8778496,Mr Rn,2316327,1995-09-06,BAN:Left-hand bat:Left-arm fast-medium:,0,0,1,37,1,24,9.25,0,9,1,2,2,1,2021-04-19,2022/03/21 03:44:58
8778496,JD Ut,2733401,1991-10-18,IND:Right-hand bat:Left-arm medium:,0,0,1,40,0,24,10,0,7,6,1,0,0,2021-04-19,2022/03/21 03:44:58
8778496,R Ta,2966879,1993-05-20,IND:Left-hand bat:Legbreak:,0,0,1,21,1,18,7,0,8,0,2,0,0,2021-04-19,2022/03/21 03:44:58
8778496,CH Ms,3079677,1987-04-30,SA:Right-hand bat:Right-arm fast-medium:,0,0,1,33,2,24,8.25,0,11,4,1,2,0,2021-04-19,2022/03/21 03:44:58
8778496,DL Cr,3130840,1992-08-07,IND:Right-hand bat:Right-arm medium:,0,0,2,32,0,18,10.67,0,7,4,1,1,0,2021-04-19,2022/03/21 03:44:58
8778496,SN Tr,3326980,1991-10-16,IND:Right-hand bat:Right-arm medium:,0,0,2,20,1,18,6.67,0,9,3,0,2,0,2021-04-19,2022/03/21 03:44:58
8778496,SM Cn,4640824,1998-06-03,ENG:Left-hand bat:Left-arm medium-fast:,0,0,2,24,2,24,6,0,14,1,2,0,0,2021-04-19,2022/03/21 03:44:58
8778496,R Pg,7556051,2001-11-10,IND:Right-hand bat:Legbreak:,0,0,1,16,0,6,16,0,2,0,2,1,0,2021-04-19,2022/03/21 03:44:58
8778496,C Sa,7922291,1998-02-28,IND:Left-hand bat:Left-arm medium-fast:,0,0,1,36,3,24,9,0,9,1,2,3,0,2021-04-19,2022/03/21 03:44:58
8778503,R An,184960,1986-09-17,IND:Right-hand bat:Right-arm offbreak:,0,0,1,31,0,24,7.75,0,12,2,2,0,0,2021-04-20,2022/03/21 03:44:58
8778503,A Ma,217762,1982-11-24,IND:Right-hand bat:Legbreak:,0,0,1,24,4,24,6,0,11,3,0,0,0,2021-04-20,2022/03/21 03:44:58
8778503,KA Pd,1613926,1987-05-12,WI:Right-hand bat:Right-arm medium:,0,0,2,9,1,7,7.71,0,3,1,0,0,1,2021-04-20,2022/03/21 03:44:58
8778503,TA Bt,1945397,1989-07-22,NZ:Right-hand bat:Left-arm fast-medium:,0,0,2,23,0,24,5.75,0,13,4,0,0,0,2021-04-20,2022/03/21 03:44:58
8778503,MP Ss,2275097,1989-08-16,AUS:Right-hand bat:Right-arm medium:,0,0,1,20,1,18,6.67,0,6,2,0,0,0,2021-04-20,2022/03/21 03:44:58
8778503,J Yv,3133122,1990-01-22,IND:Right-hand bat:Right-arm offbreak:,0,0,2,25,1,24,6.25,0,10,3,0,0,0,2021-04-20,2022/03/21 03:44:58
8778503,KH Pa,3299407,1991-03-24,IND:Left-hand bat:Slow left-arm orthodox:,0,0,2,17,0,12,8.5,0,2,2,0,0,0,2021-04-20,2022/03/21 03:44:58
8778503,K Ra,3851518,1995-05-25,SA:Left-hand bat:Right-arm fast:,0,0,1,25,1,18,8.33,0,7,2,1,0,0,2021-04-20,2022/03/21 03:44:58
8778503,JJ Bh,4377694,1993-12-06,IND:Right-hand bat:Right-arm fast:,0,0,2,32,1,24,8,0,7,2,0,2,2,2021-04-20,2022/03/21 03:44:58
8778503,Ah Kn,4859490,1996-12-13,IND:Right-hand bat:Right-arm fast-medium:,0,0,1,15,2,12,7.5,0,5,1,1,0,0,2021-04-20,2022/03/21 03:44:58
8778503,Lt Yv,6511336,1997-01-03,IND:Right-hand bat:Right-arm offbreak:,0,0,1,17,1,24,4.25,0,7,0,0,0,0,2021-04-20,2022/03/21 03:44:58
8778503,RD Cr,7453697,1999-08-04,IND:Right-hand bat:Legbreak googly:,0,0,2,29,1,24,7.25,0,9,2,1,1,0,2021-04-20,2022/03/21 03:44:58
8778510,MC Hs,41740,1987-02-01,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,7,0,6,7,0,4,0,1,0,0,2021-04-21,2022/03/21 03:44:58
8778510,B Kr,2282125,1990-02-05,IND:Right-hand bat:Right-arm medium:,0,0,1,16,1,18,5.33,0,7,1,0,0,0,2021-04-21,2022/03/21 03:44:58
8778510,S Kl,2282132,1990-05-19,IND:Right-hand bat:Right-arm medium:,0,0,1,27,1,22,7.36,0,8,2,1,0,1,2021-04-21,2022/03/21 03:44:58
8778510,V Sr,3339160,1991-01-26,IND:Right-hand bat:Right-arm medium:,0,0,1,6,0,6,6,0,3,1,0,0,0,2021-04-21,2022/03/21 03:44:58
8778510,Md Si,3373285,1990-09-03,IND:Right-hand bat:Right-arm fast:,0,0,2,16,0,12,8,0,5,3,0,0,0,2021-04-21,2022/03/21 03:44:58
8778510,DJ Ha,3479860,1995-04-19,IND:Right-hand bat:Right-arm offbreak:,0,0,2,22,0,24,5.5,0,12,1,1,0,0,2021-04-21,2022/03/21 03:44:58
8778510,M An,3696482,1990-09-08,IND:Right-hand bat:Legbreak googly:,0,0,2,22,0,24,5.5,0,7,0,0,1,0,2021-04-21,2022/03/21 03:44:58
8778510,FA An,4690104,1995-05-07,WI:Right-hand bat:Slow left-arm orthodox:,0,0,2,22,1,24,5.5,1,13,1,1,1,0,2021-04-21,2022/03/21 03:44:58
8778510,Rd Kn,5554254,1998-09-20,AFG:Right-hand bat:Legbreak googly:,0,0,1,17,1,24,4.25,0,11,1,0,0,0,2021-04-21,2022/03/21 03:44:58
8778510,KK Ad,6598528,1997-12-05,IND:Right-hand bat:Left-arm fast-medium:,0,0,1,21,3,24,5.25,0,9,2,0,0,0,2021-04-21,2022/03/21 03:44:58
8778510,Ak Sa,7491294,2000-09-04,IND:Left-hand bat:Slow left-arm orthodox:,0,0,1,24,2,24,6,0,10,0,1,1,0,2021-04-21,2022/03/21 03:44:58
8778510,Ap Sh,7881845,1999-02-05,IND:Left-hand bat:Left-arm medium-fast:,0,0,2,31,0,22,8.45,0,5,1,1,2,0,2021-04-21,2022/03/21 03:44:58
8778517,SP Ne,1613919,1988-05-26,WI:Left-hand bat:Right-arm offbreak:,0,0,1,34,1,24,8.5,0,10,4,1,0,1,2021-04-21,2022/03/21 03:44:58
8778517,RA Ja,1642738,1988-12-06,IND:Left-hand bat:Slow left-arm orthodox:,0,0,2,33,0,24,8.25,0,7,3,1,0,1,2021-04-21,2022/03/21 03:44:58
8778517,AD Rl,1934099,1988-04-29,WI:Right-hand bat:Right-arm fast:,0,0,1,27,1,12,13.5,0,4,4,1,2,0,2021-04-21,2022/03/21 03:44:58
8778517,DL Cr,3130840,1992-08-07,IND:Right-hand bat:Right-arm medium:,0,0,2,29,4,24,7.25,0,14,3,2,0,0,2021-04-21,2022/03/21 03:44:58
8778517,SN Tr,3326980,1991-10-16,IND:Right-hand bat:Right-arm medium:,0,0,2,48,0,19,15.16,0,5,4,3,5,0,2021-04-21,2022/03/21 03:44:58
8778517,PJ Cs,3429236,1993-05-08,AUS:Right-hand bat:Right-arm fast:,0,0,1,58,0,24,14.5,0,5,4,4,3,0,2021-04-21,2022/03/21 03:44:58
8778517,L Ni,3794174,1996-03-29,SA:Right-hand bat:Right-arm fast-medium:,0,0,2,28,3,24,7,0,15,2,2,1,0,2021-04-21,2022/03/21 03:44:58
8778517,SM Cn,4640824,1998-06-03,ENG:Left-hand bat:Left-arm medium-fast:,0,0,2,58,1,24,14.5,0,10,4,6,1,0,2021-04-21,2022/03/21 03:44:58
8778517,M Ph Ka,6420126,1996-02-19,IND:Right-hand bat:Right-arm fast-medium:,0,0,1,49,0,24,12.25,0,10,4,3,1,2,2021-04-21,2022/03/21 03:44:58
8778517,KL Ni,7491329,1999-12-28,IND:Right-hand bat:Right-arm fast:,0,0,1,25,0,12,12.5,0,2,1,2,0,0,2021-04-21,2022/03/21 03:44:58
8778517,CV Vn,7758638,1991-08-29,IND:Right-hand bat:Legbreak googly:,0,0,1,27,1,24,6.75,0,8,2,1,0,0,2021-04-21,2022/03/21 03:44:58
8778524,KW Rn,1905847,1991-02-12,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,29,1,18,9.67,0,5,5,0,1,0,2021-04-22,2022/03/21 03:44:58
8778524,Mr Rn,2316327,1995-09-06,BAN:Left-hand bat:Left-arm fast-medium:,0,0,2,34,0,21,9.71,0,8,2,2,1,0,2021-04-22,2022/03/21 03:44:58
8778524,S Gl,2412073,1993-09-04,IND:Right-hand bat:Legbreak:,0,0,2,35,0,18,11.67,0,6,4,2,0,0,2021-04-22,2022/03/21 03:44:58
8778524,HV Pl,2733380,1990-11-23,IND:Right-hand bat:Right-arm medium:,0,0,1,47,3,24,11.75,0,8,6,2,3,0,2021-04-22,2022/03/21 03:44:58
8778524,R Ta,2966879,1993-05-20,IND:Left-hand bat:Legbreak:,0,0,2,23,0,12,11.5,0,2,1,2,0,0,2021-04-22,2022/03/21 03:44:58
8778524,YS Cl,3011735,1990-07-23,IND:Right-hand bat:Legbreak googly:,0,0,1,18,0,12,9,0,5,0,2,1,0,2021-04-22,2022/03/21 03:44:58
8778524,CH Ms,3079677,1987-04-30,SA:Right-hand bat:Right-arm fast-medium:,0,0,2,38,0,18,12.67,0,2,5,1,0,0,2021-04-22,2022/03/21 03:44:58
8778524,KA Jn,4381733,1994-12-30,NZ:Right-hand bat:Right-arm fast-medium:,0,0,1,28,1,24,7,0,11,2,1,2,0,2021-04-22,2022/03/21 03:44:58
8778524,Wn Sr,5038018,1999-10-05,IND:Left-hand bat:Right-arm offbreak:,0,0,1,23,1,18,7.67,0,4,1,1,0,0,2021-04-22,2022/03/21 03:44:58
8778524,Md Sj,6586824,1994-03-13,IND:Right-hand bat:Right-arm fast:,0,0,1,27,3,24,6.75,0,16,4,1,1,0,2021-04-22,2022/03/21 03:44:58
8778524,R Pg,7556051,2001-11-10,IND:Right-hand bat:Legbreak:,0,0,2,14,0,6,14,0,0,1,1,0,0,2021-04-22,2022/03/21 03:44:58
8778524,C Sa,7922291,1998-02-28,IND:Left-hand bat:Left-arm medium-fast:,0,0,2,35,0,24,8.75,0,7,4,1,1,0,2021-04-22,2022/03/21 03:44:58
8778531,MC Hs,41740,1987-02-01,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,12,0,18,4,0,9,1,0,0,0,2021-04-23,2022/03/21 03:44:58
8778531,KA Pd,1613926,1987-05-12,WI:Right-hand bat:Right-arm medium:,0,0,2,11,0,6,11,0,1,0,1,0,0,2021-04-23,2022/03/21 03:44:58
8778531,TA Bt,1945397,1989-07-22,NZ:Right-hand bat:Left-arm fast-medium:,0,0,2,30,0,16,11.25,0,7,3,2,0,1,2021-04-23,2022/03/21 03:44:58
8778531,J Yv,3133122,1990-01-22,IND:Right-hand bat:Right-arm offbreak:,0,0,2,20,0,24,5,0,16,2,1,0,0,2021-04-23,2022/03/21 03:44:58
8778531,KH Pa,3299407,1991-03-24,IND:Left-hand bat:Slow left-arm orthodox:,0,0,2,31,0,18,10.33,0,7,4,1,3,0,2021-04-23,2022/03/21 03:44:58
8778531,Md Si,3373285,1990-09-03,IND:Right-hand bat:Right-arm fast:,0,0,1,21,2,24,5.25,0,7,1,0,0,0,2021-04-23,2022/03/21 03:44:58
8778531,DJ Ha,3479860,1995-04-19,IND:Right-hand bat:Right-arm offbreak:,0,0,1,15,1,18,5,0,9,0,1,0,0,2021-04-23,2022/03/21 03:44:58
