match id,team1,team2,outcome,winner,by,win amount,player of match,toss winner,toss decision,match type,venue,city,match_dt,lighting,series_name,season,ground_id,umpire1,umpire2,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,team1_id,team1_roster_names,team1_roster_ids,team2_id,team2_roster_names,team2_roster_ids,ingestion_timestamp
8887941,Ga An Ws,St Ks ad Ns Ps,normal,St Ks ad Ns Ps,wickets,8,DC Ts,Ga An Ws,bat,T20,Wr Pk Be St Ks,Basseterre,2021-08-28,day match,Cn Pr Le,2021,4045,Christopher Taylor,LS Reifer,146,8,120,147,2,120,36084,BA Kg:C Hj:OF Sh:Sb Mk:SO Hr:Md Hz:N Pn:Nq:In Tr:AR Nd:N Sh,4690258.0:3715690.0:5744850.0:298612.0:4690188.0:290051.0:4230127.0:5554142.0:284339.0:7921542.0:8445191.0,38814,DC Ts:E Ls:SE Rd:FA An:J Da Sa:Af Ai:DJ Bo:DC Ds:SS Cl:PA vn Mn:Fd Ad,1742453.0:3023320.0:6401800.0:4690104.0:8180682.0:3459623.0:360086.0:6347256.0:3468870.0:2436776.0:1684276.0,2022/02/18 03:12:45
8887948,Bs Rs,Ja Ts,normal,Bs Rs,runs,15,RA Rr,Bs Rs,bat,T20,Wr Pk Be St Ks,Basseterre,2021-08-28,day match,Cn Pr Le,2021,4045,Verdayne Smith,Zahid Bassarath,161,5,120,146,9,120,36070,J Cs:SD He:KR Ms:GD Ps:JO Hr:Am Kn:RA Rr:NC Pa:HR Wh:Md Ar:O Ts,2331475.0:4069666.0:2436405.0:5764576.0:2740408.0:7960847.0:3150720.0:1634611.0:3102854.0:2036649.0:6401982.0,36098,CK Wn:K Ls:Hr Ai:R Pl:SJ Bs:CR Be:AD Rl:M Ps:CJ Gn:V Pl:I Kn,2209115.0:3761246.0:8180570.0:5742470.0:1613898.0:3200756.0:1934099.0:4239794.0:5509524.0:1924460.0:366351.0,2022/02/18 03:12:45
8887955,St La Ks,To Kt Rs,normal,St La Ks,runs,5,RL Ce,To Kt Rs,field,T20,Wr Pk Be St Ks,Basseterre,2021-08-29,day match,Cn Pr Le,2021,4045,DK Butler,N Duguid,157,5,120,152,3,120,36112,RS Cl:AS Fr:F du Ps:RL Ce:M Dl:TH Dd:KA Pl:Wb Rz:Un Qr:AS Jh:J Rl,3462080.0:363047.0:313809.0:2742837.0:5940374.0:6249256.0:4739580.0:305143.0:2437077.0:4690230.0:7550892.0,36126,LP Ss:T Wr:C Mo:KA Pd:TL St:SP Ne:D Rn:I Ua:R Rl:AJ Hn:JT Ss,371825.0:7637559.0:1626526.0:1613926.0:4381761.0:1613919.0:370432.0:2296195.0:370397.0:3715697.0:8395141.0,2022/02/18 03:12:45
8887962,Ga An Ws,St Ks ad Ns Ps,normal,St Ks ad Ns Ps,wickets,6,SE Rd,Ga An Ws,bat,T20,Wr Pk Be St Ks,Basseterre,2021-08-29,day match,Cn Pr Le,2021,4045,CM Tuckett,GO Brathwaite,166,3,120,168,4,120,36084,Md Hz:C Hj:SO Hr:N Pn:BA Kg:Sb Mk:A Be:OF Sh:Nq:In Tr:N Sh,290051.0:3715690.0:4690188.0:4230127.0:4690258.0:298612.0:3364864.0:5744850.0:5554142.0:284339.0:8445191.0,38814,DC Ts:E Ls:Af Ai:SE Rd:DJ Bo:FA An:J Da Sa:DC Ds:JL Jr:PA vn Mn:Fd Ad,1742453.0:3023320.0:3459623.0:6401800.0:360086.0:4690104.0:8180682.0:6347256.0:6706062.0:2436776.0:1684276.0,2022/02/18 03:12:45
8887969,To Kt Rs,St La Ks,normal,To Kt Rs,runs,27,KA Pd,St La Ks,field,T20,Wr Pk Be St Ks,Basseterre,2021-08-31,day match,Cn Pr Le,2021,4045,DK Butler,N Duguid,158,7,120,131,7,120,36126,LP Ss:SP Ne:T Wr:KA Pd:C Mo:TL St:AJ Hn:D Rn:I Ua:JT Ss:R Rl,371825.0:1613919.0:7637559.0:1613926.0:1626526.0:4381761.0:3715697.0:370432.0:2296195.0:8395141.0:370397.0,36112,RS Cl:AS Fr:F du Ps:RL Ce:M Dl:TH Dd:SR Pl:KA Pl:AS Jh:Wb Rz:KK Ws,3462080.0:363047.0:313809.0:2742837.0:5940374.0:6249256.0:130437.0:4739580.0:4690230.0:305143.0:3150538.0,2022/02/18 03:12:45
8887976,Bs Rs,Ja Ts,normal,Ja Ts,wickets,6,K Ls,Bs Rs,bat,T20,Wr Pk Be St Ks,Basseterre,2021-08-31,night match,Cn Pr Le,2021,4045,GO Brathwaite,Zahid Bassarath,151,8,120,155,4,108,36070,J Cs:SD He:KR Ms:GD Ps:JO Hr:Am Kn:RA Rr:HR Wh:J Bp:Md Ar:O Ts,2331475.0:4069666.0:2436405.0:5764576.0:2740408.0:7960847.0:3150720.0:3102854.0:7550864.0:2036649.0:6401982.0,36098,CK Wn:K Ls:Hr Ai:R Pl:SJ Bs:AD Rl:CR Be:M Ps:CJ Gn:V Pl:FH Es,2209115.0:3761246.0:8180570.0:5742470.0:1613898.0:1934099.0:3200756.0:4239794.0:5509524.0:1924460.0:362487.0,2022/02/18 03:12:45
8887990,Ja Ts,St Ks ad Ns Ps,normal,St Ks ad Ns Ps,wickets,6,SE Rd,St Ks ad Ns Ps,field,T20,Wr Pk Be St Ks,Basseterre,2021-09-01,night match,Cn Pr Le,2021,4045,CM Tuckett,Verdayne Smith,166,9,120,169,4,115,36098,CK Wn:K Ls:Hr Ai:R Pl:SJ Bs:CR Be:AD Rl:M Ps:CJ Gn:JM Js:FH Es,2209115.0:3761246.0:8180570.0:5742470.0:1613898.0:3200756.0:1934099.0:4239794.0:5509524.0:8464350.0:362487.0,38814,DC Ts:E Ls:Af Ai:RS Ba:SE Rd:FA An:DJ Bo:DC Ds:PA vn Mn:SS Cl:Fd Ad,1742453.0:3023320.0:3459623.0:74087.0:6401800.0:4690104.0:360086.0:6347256.0:2436776.0:3468870.0:1684276.0,2022/02/18 03:12:45
8887997,St La Ks,Ga An Ws,normal,St La Ks,runs,51,RL Ce,Ga An Ws,field,T20,Wr Pk Be St Ks,Basseterre,2021-09-02,day match,Cn Pr Le,2021,4045,Christopher Taylor,LS Reifer,149,7,120,98,10,105,36112,AS Fr:F du Ps:M Dl:RL Ce:TH Dd:SR Pl:KJ Cy:J Rl:AS Jh:OC My:KK Ws,363047.0:313809.0:5940374.0:2742837.0:6249256.0:130437.0:3200651.0:7550892.0:4690230.0:6347494.0:3150538.0,36084,C Hj:Md Hz:Sb Mk:SO Hr:BA Kg:N Pn:R Sd:OF Sh:Nq:G Mi:In Tr,3715690.0:290051.0:298612.0:4690188.0:4690258.0:4230127.0:4739552.0:5744850.0:5554142.0:4690328.0:284339.0,2022/02/18 03:12:45
8888004,Bs Rs,St Ks ad Ns Ps,normal,St Ks ad Ns Ps,wickets,2,SS Cl,St Ks ad Ns Ps,field,T20,Wr Pk Be St Ks,Basseterre,2021-09-02,night match,Cn Pr Le,2021,4045,Verdayne Smith,Zahid Bassarath,160,8,120,163,8,120,36070,J Cs:SD He:SK Pl:GD Ps:Am Kn:JO Hr:RA Rr:NJ Yg:AR Ne:JB Lt:O Ts,2331475.0:4069666.0:3729984.0:5764576.0:7960847.0:2740408.0:3150720.0:7761823.0:2209171.0:3245689.0:6401982.0,38814,DC Ts:E Ls:CH Ge:FA An:SE Rd:RS Ba:DJ Bo:DC Ds:SS Cl:Nm Sh:PA vn Mn,1742453.0:3023320.0:363173.0:4690104.0:6401800.0:74087.0:360086.0:6347256.0:3468870.0:8106629.0:2436776.0,2022/02/18 03:12:45
8888011,St La Ks,St Ks ad Ns Ps,normal,St La Ks,runs,100,F du Ps,St Ks ad Ns Ps,field,T20,Wr Pk Be St Ks,Basseterre,2021-09-04,day match,Cn Pr Le,2021,4045,DK Butler,N Duguid,224,2,120,124,9,107,36112,AS Fr:F du Ps:KJ Cy:RL Ce:TH Dd:SR Pl:KA Pl:Wb Rz:J Rl:AS Jh:KK Ws,363047.0:313809.0:3200651.0:2742837.0:6249256.0:130437.0:4739580.0:305143.0:7550892.0:4690230.0:3150538.0,38814,DC Ts:E Ls:CH Ge:RS Ba:SE Rd:FA An:DC Ds:SS Cl:Nm Sh:Fd Ad:DJ Bo,1742453.0:3023320.0:363173.0:74087.0:6401800.0:4690104.0:6347256.0:3468870.0:8106629.0:1684276.0:360086.0,2022/02/18 03:12:45
8888018,Bs Rs,Ga An Ws,normal,Ga An Ws,wickets,9,C Hj,Bs Rs,bat,T20,Wr Pk Be St Ks,Basseterre,2021-09-04,day match,Cn Pr Le,2021,4045,CM Tuckett,GO Brathwaite,130,10,120,136,1,89,36070,J Cs:SD He:SK Pl:GD Ps:RA Rr:Am Kn:JO Hr:NJ Yg:AR Ne:JB Lt:O Ts,2331475.0:4069666.0:3729984.0:5764576.0:3150720.0:7960847.0:2740408.0:7761823.0:2209171.0:3245689.0:6401982.0,36084,BA Kg:C Hj:Sb Mk:Md Hz:SO Hr:N Pn:R Sd:OF Sh:G Mi:K Sr:In Tr,4690258.0:3715690.0:298612.0:290051.0:4690188.0:4230127.0:4739552.0:5744850.0:4690328.0:8442783.0:284339.0,2022/02/18 03:12:45
8888025,St Ks ad Ns Ps,St La Ks,normal,St La Ks,wickets,6,RL Ce,St Ks ad Ns Ps,bat,T20,Wr Pk Be St Ks,Basseterre,2021-09-05,day match,Cn Pr Le,2021,4045,LS Reifer,N Duguid,118,10,120,121,4,97,38814,E Ls:DC Ts:CH Ge:AM My:SE Rd:Af Ai:FA An:C Ad:Nm Sh:PA vn Mn:Fd Ad,3023320.0:1742453.0:363173.0:1613905.0:6401800.0:3459623.0:4690104.0:6402052.0:8106629.0:2436776.0:1684276.0,36112,AS Fr:F du Ps:KJ Cy:RL Ce:SR Pl:TH Dd:KA Pl:Wb Rz:AS Jh:J Rl:KK Ws,363047.0:313809.0:3200651.0:2742837.0:130437.0:6249256.0:4739580.0:305143.0:4690230.0:7550892.0:3150538.0,2022/02/18 03:12:45
8888032,Ja Ts,To Kt Rs,normal,To Kt Rs,wickets,7,LP Ss,To Kt Rs,field,T20,Wr Pk Be St Ks,Basseterre,2021-09-05,day match,Cn Pr Le,2021,4045,GO Brathwaite,Zahid Bassarath,144,7,120,145,3,109,36098,K Ls:KA Me:Hr Ai:R Pl:JN Md:Id Wm:CR Be:AD Rl:CJ Gn:M Ps:FH Es,3761246.0:8464385.0:8180570.0:5742470.0:1613856.0:1594319.0:3200756.0:1934099.0:5509524.0:4239794.0:362487.0,36126,SP Ne:LP Ss:C Mo:KA Pd:DM Bo:TL St:D Rn:I Ua:AJ Hn:K Pe:R Rl,1613919.0:371825.0:1626526.0:1613926.0:1942317.0:4381761.0:370432.0:2296195.0:3715697.0:4068133.0:370397.0,2022/02/18 03:12:45
8888039,To Kt Rs,Ja Ts,normal,To Kt Rs,runs,75,Ai Kn,Ja Ts,field,T20,Wr Pk Be St Ks,Basseterre,2021-09-07,day match,Cn Pr Le,2021,4045,Christopher Taylor,DK Butler,167,4,120,92,10,116,36126,LP Ss:LA Jn:C Mo:KA Pd:DM Bo:TL St:SP Ne:K Pe:AJ Hn:R Rl:Ai Kn,371825.0:8130415.0:1626526.0:1613926.0:1942317.0:4381761.0:1613919.0:4068133.0:3715697.0:370397.0:6489846.0,36098,K Ls:Hr Ai:JN Md:SJ Bs:Id Wm:R Pl:CR Be:AD Rl:M Ps:CJ Gn:V Pl,3761246.0:8180570.0:1613856.0:1613898.0:1594319.0:5742470.0:3200756.0:1934099.0:4239794.0:5509524.0:1924460.0,2022/02/18 03:12:45
8888046,Bs Rs,Ga An Ws,normal,Bs Rs,runs,45,KR Ms,Ga An Ws,field,T20,Wr Pk Be St Ks,Basseterre,2021-09-07,night match,Cn Pr Le,2021,4045,CM Tuckett,Verdayne Smith,185,8,120,140,10,115,36070,KR Ms:J Cs:Am Kn:SK Pl:GD Ps:JO Hr:RA Rr:AR Ne:NJ Yg:Md Ar:JB Lt,2436405.0:2331475.0:7960847.0:3729984.0:5764576.0:2740408.0:3150720.0:2209171.0:7761823.0:2036649.0:3245689.0,36084,BA Kg:C Hj:Md Hz:SO Hr:N Pn:Sb Mk:OF Sh:R Sd:K Sr:G Mi:In Tr,4690258.0:3715690.0:290051.0:4690188.0:4230127.0:298612.0:5744850.0:4739552.0:8442783.0:4690328.0:284339.0,2022/02/18 03:12:45
8888053,Ja Ts,St Ks ad Ns Ps,normal,Ja Ts,runs,22,AD Rl,St Ks ad Ns Ps,field,T20,Wr Pk Be St Ks,Basseterre,2021-09-08,day match,Cn Pr Le,2021,4045,Christopher Taylor,LS Reifer,169,8,120,147,8,120,36098,K Ls:KA Me:SJ Bs:R Pl:CR Be:AD Rl:Hr Ai:M Ps:Id Wm:CJ Gn:V Pl,3761246.0:8464385.0:1613898.0:5742470.0:3200756.0:1934099.0:8180570.0:4239794.0:1594319.0:5509524.0:1924460.0,38814,E Ls:DC Ts:CH Ge:J Da Sa:RS Ba:DC Ds:FA An:AM My:PA vn Mn:JL Jr:Fd Ad,3023320.0:1742453.0:363173.0:8180682.0:74087.0:6347256.0:4690104.0:1613905.0:2436776.0:6706062.0:1684276.0,2022/02/18 03:12:45
8888060,Ga An Ws,St La Ks,normal,Ga An Ws,runs,17,G Me,Ga An Ws,bat,T20,Wr Pk Be St Ks,Basseterre,2021-09-08,night match,Cn Pr Le,2021,4045,Verdayne Smith,Zahid Bassarath,151,6,120,134,6,120,36084,BA Kg:C Hj:SO Hr:Sb Mk:Md Hz:N Pn:OF Sh:R Sd:G Mi:Nq:In Tr,4690258.0:3715690.0:4690188.0:298612.0:290051.0:4230127.0:5744850.0:4739552.0:4690328.0:5554142.0:284339.0,36112,AS Fr:F du Ps:SR Pl:RL Ce:TH Dd:KA Pl:J Rl:Wb Rz:KJ Cy:OC My:KK Ws,363047.0:313809.0:130437.0:2742837.0:6249256.0:4739580.0:7550892.0:305143.0:3200651.0:6347494.0:3150538.0,2022/02/18 03:12:45
8888067,Bs Rs,To Kt Rs,normal,To Kt Rs,wickets,6,K Pe,To Kt Rs,field,T20,Wr Pk Be St Ks,Basseterre,2021-09-09,day match,Cn Pr Le,2021,4045,DK Butler,N Duguid,93,9,120,99,4,103,36070,KR Ms:J Cs:SK Pl:RA Rr:GD Ps:Am Kn:JO Hr:NJ Yg:J Bp:JB Lt:Md Ar,2436405.0:2331475.0:3729984.0:3150720.0:5764576.0:7960847.0:2740408.0:7761823.0:7550864.0:3245689.0:2036649.0,36126,LP Ss:T Wr:C Mo:DM Bo:TL St:AJ Hn:KA Pd:SP Ne:K Pe:JT Ss:R Rl,371825.0:7637559.0:1626526.0:1942317.0:4381761.0:3715697.0:1613926.0:1613919.0:4068133.0:8395141.0:370397.0,2022/02/18 03:12:45
8888074,Ja Ts,St La Ks,normal,Ja Ts,runs,55,K Ls,Ja Ts,bat,T20,Wr Pk Be St Ks,Basseterre,2021-09-09,night match,Cn Pr Le,2021,4045,CM Tuckett,GO Brathwaite,211,10,120,156,10,112,36098,K Ls:KA Me:SJ Bs:R Pl:AD Rl:CR Be:Hr Ai:Id Wm:M Ps:CJ Gn:V Pl,3761246.0:8464385.0:1613898.0:5742470.0:1934099.0:3200756.0:8180570.0:1594319.0:4239794.0:5509524.0:1924460.0,36112,AS Fr:F du Ps:M Dl:RL Ce:SR Pl:TH Dd:D We:K Ae:AS Jh:J Rl:KK Ws,363047.0:313809.0:5940374.0:2742837.0:130437.0:6249256.0:1547993.0:8851030.0:4690230.0:7550892.0:3150538.0,2022/02/18 03:12:45
8888081,St La Ks,Bs Rs,normal,St La Ks,runs,14,D We,Bs Rs,field,T20,Wr Pk Be St Ks,Basseterre,2021-09-11,day match,Cn Pr Le,2021,4045,LS Reifer,N Duguid,175,6,120,155,8,120,36112,AS Fr:M Dl:F du Ps:RL Ce:D We:TH Dd:KA Pl:K Ae:Wb Rz:AS Jh:J Rl,363047.0:5940374.0:313809.0:2742837.0:1547993.0:6249256.0:4739580.0:8851030.0:305143.0:4690230.0:7550892.0,36070,KR Ms:J Cs:SD He:GD Ps:JO Hr:NC Pa:NJ Yg:HR Wh:J Bp:JB Lt:Md Ar,2436405.0:2331475.0:4069666.0:5764576.0:2740408.0:1634611.0:7761823.0:3102854.0:7550864.0:3245689.0:2036649.0,2022/02/18 03:12:45
8888088,Ga An Ws,Ja Ts,normal,Ga An Ws,runs,46,N Pn,Ga An Ws,bat,T20,Wr Pk Be St Ks,Basseterre,2021-09-11,day match,Cn Pr Le,2021,4045,GO Brathwaite,Zahid Bassarath,169,6,120,123,10,119,36084,BA Kg:C Hj:SO Hr:Sb Mk:N Pn:R Sd:OF Sh:A Be:G Mi:Nq:In Tr,4690258.0:3715690.0:4690188.0:298612.0:4230127.0:4739552.0:5744850.0:3364864.0:4690328.0:5554142.0:284339.0,36098,K Ls:KA Me:Hr Ai:R Pl:SJ Bs:AD Rl:CR Be:Id Wm:CJ Gn:M Ps:V Pl,3761246.0:8464385.0:8180570.0:5742470.0:1613898.0:1934099.0:3200756.0:1594319.0:5509524.0:4239794.0:1924460.0,2022/02/18 03:12:45
8888095,To Kt Rs,St Ks ad Ns Ps,normal,St Ks ad Ns Ps,wickets,8,E Ls,St Ks ad Ns Ps,field,T20,Wr Pk Be St Ks,Basseterre,2021-09-11,night match,Cn Pr Le,2021,4045,Christopher Taylor,DK Butler,159,7,118,160,2,102,36126,LP Ss:D Rn:C Mo:DM Bo:KA Pd:TL St:SP Ne:AJ Hn:A Pp:Yr Sh:Ai Kn,371825.0:370432.0:1626526.0:1942317.0:1613926.0:4381761.0:1613919.0:3715697.0:6401282.0:305808.0:6489846.0,38814,CH Ge:E Ls:DC Ts:RS Ba:SE Rd:FA An:DJ Bo:DC Ds:JL Jr:Nm Sh:SS Cl,363173.0:3023320.0:1742453.0:74087.0:6401800.0:4690104.0:360086.0:6347256.0:6706062.0:8106629.0:3468870.0,2022/02/18 03:12:45
8888102,St La Ks,Bs Rs,normal,Bs Rs,wickets,8,KR Ms,Bs Rs,field,T20,Wr Pk Be St Ks,Basseterre,2021-09-12,day match,Cn Pr Le,2021,4045,GO Brathwaite,Zahid Bassarath,190,6,120,191,2,120,36112,AS Fr:RS Cl:RL Ce:D We:TH Dd:KA Pl:SR Pl:J Rl:M Dl:Wb Rz:AS Jh,363047.0:3462080.0:2742837.0:1547993.0:6249256.0:4739580.0:130437.0:7550892.0:5940374.0:305143.0:4690230.0,36070,KR Ms:J Cs:SD He:GD Ps:SK Pl:JO Hr:RA Rr:NJ Yg:HR Wh:O Ts:J Bp,2436405.0:2331475.0:4069666.0:5764576.0:3729984.0:2740408.0:3150720.0:7761823.0:3102854.0:6401982.0:7550864.0,2022/02/18 03:12:45
8888109,Ga An Ws,Ja Ts,normal,Ga An Ws,runs,14,R Sd,Ga An Ws,bat,T20,Wr Pk Be St Ks,Basseterre,2021-09-12,day match,Cn Pr Le,2021,4045,LS Reifer,N Duguid,142,7,112,128,10,110,36084,BA Kg:C Hj:SO Hr:Sb Mk:A Be:N Pn:R Sd:OF Sh:G Mi:Nq:In Tr,4690258.0:3715690.0:4690188.0:298612.0:3364864.0:4230127.0:4739552.0:5744850.0:4690328.0:5554142.0:284339.0,36098,CK Wn:K Ls:KA Me:SJ Bs:Id Wm:R Pl:CR Be:AD Rl:CJ Gn:M Ps:FH Es,2209115.0:3761246.0:8464385.0:1613898.0:1594319.0:5742470.0:3200756.0:1934099.0:5509524.0:4239794.0:362487.0,2022/02/18 03:12:45
8888116,St Ks ad Ns Ps,To Kt Rs,normal,To Kt Rs,wickets,4,KA Pd,To Kt Rs,field,T20,Wr Pk Be St Ks,Basseterre,2021-09-12,night match,Cn Pr Le,2021,4045,CM Tuckett,Verdayne Smith,147,7,120,150,6,120,38814,CH Ge:J Da Sa:JL Cr:SE Rd:DJ Bo:FA An:DC Ds:Nm Sh:JL Jr:PA vn Mn:Fd Ad,363173.0:8180682.0:2202318.0:6401800.0:360086.0:4690104.0:6347256.0:8106629.0:6706062.0:2436776.0:1684276.0,36126,LP Ss:D Rn:C Mo:DM Bo:KA Pd:TL St:I Ua:AJ Hn:JT Ss:Ai Kn:R Rl,371825.0:370432.0:1626526.0:1942317.0:1613926.0:4381761.0:2296195.0:3715697.0:8395141.0:6489846.0:370397.0,2022/02/18 03:12:45
8888123,St La Ks,To Kt Rs,normal,St La Ks,runs,21,D We,St La Ks,bat,T20,Wr Pk Be St Ks,Basseterre,2021-09-14,day match,Cn Pr Le,2021,4045,DK Butler,LS Reifer,205,4,118,184,10,120,36112,AS Fr:RS Cl:M Dl:RL Ce:D We:TH Dd:KA Pl:K Ae:J Rl:Wb Rz:AS Jh,363047.0:3462080.0:5940374.0:2742837.0:1547993.0:6249256.0:4739580.0:8851030.0:7550892.0:305143.0:4690230.0,36126,LP Ss:SP Ne:C Mo:D Rn:DM Bo:KA Pd:TL St:AJ Hn:K Pe:Ai Kn:R Rl,371825.0:1613919.0:1626526.0:370432.0:1942317.0:1613926.0:4381761.0:3715697.0:4068133.0:6489846.0:370397.0,2022/02/18 03:12:45
8888130,Ga An Ws,St Ks ad Ns Ps,normal,St Ks ad Ns Ps,wickets,7,E Ls,St Ks ad Ns Ps,field,T20,Wr Pk Be St Ks,Basseterre,2021-09-14,day match,Cn Pr Le,2021,4045,GO Brathwaite,N Duguid,178,9,120,181,3,118,36084,BA Kg:C Hj:Sb Mk:N Pn:SO Hr:OF Sh:A Be:R Sd:K Sr:Nq:In Tr,4690258.0:3715690.0:298612.0:4230127.0:4690188.0:5744850.0:3364864.0:4739552.0:8442783.0:5554142.0:284339.0,38814,CH Ge:E Ls:DJ Bo:FA An:SE Rd:J Da Sa:DC Ds:SS Cl:Nm Sh:JL Jr:Fd Ad,363173.0:3023320.0:360086.0:4690104.0:6401800.0:8180682.0:6347256.0:3468870.0:8106629.0:6706062.0:1684276.0,2022/02/18 03:12:45
8888137,St La Ks,St Ks ad Ns Ps,normal,St Ks ad Ns Ps,wickets,3,DC Ds,St La Ks,bat,T20,Wr Pk Be St Ks,Basseterre,2021-09-15,day match,Cn Pr Le,2021,4045,DK Butler,LS Reifer,159,7,120,160,7,120,36112,AS Fr:RS Cl:M Dl:RL Ce:D We:TH Dd:KA Pl:Wb Rz:J Rl:AS Jh:KK Ws,363047.0:3462080.0:5940374.0:2742837.0:1547993.0:6249256.0:4739580.0:305143.0:7550892.0:4690230.0:3150538.0,38814,CH Ge:E Ls:J Da Sa:SE Rd:DJ Bo:DC Ds:FA An:SS Cl:Nm Sh:JL Jr:Fd Ad,363173.0:3023320.0:8180682.0:6401800.0:360086.0:6347256.0:4690104.0:3468870.0:8106629.0:6706062.0:1684276.0,2022/02/18 03:12:45
8889516,Le,Dm,normal,Le,runs,6,AL Ds,Le,bat,T20,Od Td Mr,Manchester,2021-07-16,night match,Vy Bt,2021,538,James Middlebrook,MA Gough,199,5,120,193,5,120,8182,FH An:KK Js:AL Ds:DJ Vs:SJ Ct:RP Js:LP Ws:L Wd:DJ Lb:TW Hy:LJ Ht,6718326.0:3085473.0:3612286.0:1837205.0:82228.0:4425224.0:2450895.0:4012203.0:4460070.0:8055417.0:4460056.0,6838,DG Bm:G Ck:CT Bt:SR Dn:EH Ey:BA Ce:BA Re:SG Bk:MJ Ps:L Ts:PA vn Mn,3490108.0:3293520.0:3507090.0:4817000.0:2100524.0:4174932.0:3218340.0:2173646.0:7194480.0:6402374.0:2436776.0,2022/02/18 03:12:45
8889523,Ne,Dm,normal,Ne,runs,78,BM Dt,Dm,field,T20,Tt Be Nm,Nottingham,2021-07-18,day/night match,Vy Bt,2021,251,NGB Cook,PJ Hartley,221,4,120,143,10,98,8987,JM Ce:AD Hs:BM Dt:TJ Ms:SR Pl:SJ My:PD To:CG Hn:M Cr:ZJ Cl:D Pn,4003390.0:1749075.0:3651472.0:5516720.0:130437.0:125915.0:151052.0:6019306.0:4420828.0:6060844.0:2295642.0,6838,DG Bm:G Ck:AZ Ls:CT Bt:SR Dn:BA Re:SG Bk:L Ts:MJ Ps:L Dy:PA vn Mn:BA Ce,3490108.0:3293520.0:3225305.0:3507090.0:4817000.0:3218340.0:2173646.0:6402374.0:7194480.0:8054017.0:2436776.0:4174932.0,2022/02/18 03:12:45
8895851,Bh,Aa,normal,Bh,runs,23,Nm Ad,Aa,field,T20,Se Ba Nl Sm Mr,Dhaka,2021-08-03,night match,Aa tr of Bh,2021,14188,Masudur Rahman,Sharfuddoula,131,7,120,108,10,120,188,Md Nm:Sa Sr:Sb Al Hn:Mh:Nl Hn:Af Hn:Sm Hn:Mi Hn:Mr Rn:Sl Im:Nm Ad,6930580.0:3056752.0:393014.0:392188.0:2875368.0:6551978.0:8127321.0:5831622.0:2316327.0:6930286.0:2436356.0,27,AT Cy:JR Pe:MR Mh:MC Hs:MS We:AC Ar:AJ Tr:MA Sc:AJ Te:A Za:JR Hd,2285051.0:7869987.0:1907163.0:41740.0:1611364.0:3535853.0:3501889.0:2181157.0:3216569.0:2656541.0:2018001.0,2022/02/18 03:12:45
8895858,Aa,Bh,normal,Bh,wickets,5,Af Hn,Aa,bat,T20,Se Ba Nl Sm Mr,Dhaka,2021-08-04,night match,Aa tr of Bh,2021,14188,Masudur Rahman,Tanvir Ahmed,121,7,120,123,5,118,27,JR Pe:AT Cy:MR Mh:MC Hs:MS We:AJ Tr:AC Ar:MA Sc:AJ Te:A Za:JR Hd,7869987.0:2285051.0:1907163.0:41740.0:1611364.0:3501889.0:3535853.0:2181157.0:3216569.0:2656541.0:2018001.0,188,Md Nm:Sa Sr:Sb Al Hn:Mi Hn:Mh:Af Hn:Nl Hn:Sm Hn:Mr Rn:Sl Im:Nm Ad,6930580.0:3056752.0:393014.0:5831622.0:392188.0:6551978.0:2875368.0:8127321.0:2316327.0:6930286.0:2436356.0,2022/02/18 03:12:45
8895865,Bh,Aa,normal,Bh,runs,10,Mh,Bh,bat,T20,Se Ba Nl Sm Mr,Dhaka,2021-08-06,night match,Aa tr of Bh,2021,14188,Gazi Sohel,Sharfuddoula,127,9,120,117,4,120,188,Md Nm:Sa Sr:Sb Al Hn:Mh:Af Hn:Sm Hn:Nl Hn:Mi Hn:Mr Rn:Sl Im:Nm Ad,6930580.0:3056752.0:393014.0:392188.0:6551978.0:8127321.0:2875368.0:5831622.0:2316327.0:6930286.0:2436356.0,27,BR Mt:MS We:MR Mh:MC Hs:AT Cy:DT Cn:AJ Tr:AC Ar:NT Es:A Za:JR Hd,4223883.0:1611364.0:1907163.0:41740.0:2285051.0:34061.0:3501889.0:3535853.0:5788418.0:2656541.0:2018001.0,2022/02/18 03:12:45
8895872,Bh,Aa,normal,Aa,wickets,3,MJ Sn,Bh,bat,T20,Se Ba Nl Sm Mr,Dhaka,2021-08-07,night match,Aa tr of Bh,2021,14188,Gazi Sohel,Masudur Rahman,104,9,120,105,7,116,188,Md Nm:Sa Sr:Sb Al Hn:Mh:Nl Hn:Af Hn:Sm Hn:Mi Hn:Nm Ad:Sl Im:Mr Rn,6930580.0:3056752.0:393014.0:392188.0:2875368.0:6551978.0:8127321.0:5831622.0:2436356.0:6930286.0:2316327.0,27,BR Mt:MS We:DT Cn:MR Mh:MC Hs:AT Cy:AJ Tr:AC Ar:AJ Te:MJ Sn:JR Hd,4223883.0:1611364.0:34061.0:1907163.0:41740.0:2285051.0:3501889.0:3535853.0:3216569.0:4132295.0:2018001.0,2022/02/18 03:12:45
